audiencia_id,fecha_audiencia,comprador,mercado,n_productos,fecha_inicio,fecha_fin,cantidad_total_kwh,cantidad_total_gwh,horizonte_meses,fecha_audiencia_res,fecha_limite_oferta,adjudicatario,precio_adj_prom,precio_adj_min,precio_adj_max,cantidad_adj_gwh,n_oferentes,oferentes_lista,cobertura_pct,dias_proceso,pb_dia,pb_prom_30d,pb_min_30d,pb_max_30d,pb_std_30d,pb_trend_30d,pb_prom_60d,pb_min_60d,pb_max_60d,pb_std_60d,pb_trend_60d,pb_prom_90d,pb_min_90d,pb_max_90d,pb_std_90d,pb_trend_90d,pb_relativa_90d,pb_tendencia,spread_vs_pb_dia,spread_vs_pb_30d,spread_vs_pb_90d,mes_audiencia,año_audiencia
CP-RTQC2025-003,2025-08-28,RUITOQUE,Regulado,5,2026-01-01,2030-12-31,262.35,0.000262,61,2025-08-28,2025-08-14,Esprod,392.01875,373.8,412.0,42.76,6.0,"Btg, Ceog, Ducg, Epm, Eptc, Esprod",16320610.7,0.0,453.0787,225.53,113.45,453.08,79.94,7.0728,178.43,104.3,453.08,75.87,3.3756,156.59,104.3,453.08,69.73,2.0023,2.8934,subiendo,-61.06,166.4888,235.4288,8.0,2025.0
CP-RTQC2025-005,2026-01-07,RUITOQUE,Regulado,1,2026-01-01,2026-06-30,18.005,1.8e-05,6,2026-01-07,2025-12-24,Rtqg,409.0,409.0,409.0,18.005,1.0,Rtqg,100027777.8,0.0,274.1474,299.87,136.07,437.83,70.05,2.3465,269.67,136.07,437.83,68.69,1.668,229.03,103.04,437.83,83.57,2.2944,1.197,subiendo,134.8526,109.13,179.97,1.0,2026.0
CP-SCEC2022-001,2022-12-16,SOL & CIELO ENERGIA,Regulado,1,2023-01-01,2034-12-31,15.7995,1.6e-05,146,,,,,,,,,,,,283.2713,233.65,111.51,337.02,65.45,4.6957,234.14,111.51,500.69,81.67,-0.4345,246.9,111.51,500.69,74.71,-0.5733,1.1473,subiendo,,,,12.0,2022.0
CP-SCEC2023-001,2023-05-10,SOL & CIELO ENERGIA,Regulado,2,2023-01-01,2035-12-31,26.4441935483871,2.6e-05,158,,,,,,,,,,,,582.1855,288.83,143.44,582.19,93.3,5.9402,245.61,133.08,582.19,91.37,2.4119,311.47,133.08,604.86,130.71,-2.3931,1.8692,subiendo,,,,5.0,2023.0
CP-SCEC2023-002,2023-06-22,SOL & CIELO ENERGIA,Regulado,2,2023-01-07,2035-12-31,25.80887096774194,2.6e-05,158,,,,,,,,,,,,749.1596,441.71,206.99,801.72,182.14,-2.0078,465.54,186.79,836.85,210.05,1.4238,379.87,133.08,836.85,214.34,4.3491,1.9721,bajando,,,,6.0,2023.0
CP-SCEC2025-001,2025-05-02,SOL & CIELO ENERGIA,Regulado,1,2025-01-01,2035-12-31,9.630031,1e-05,134,,,,,,,,,,,,106.8726,136.33,106.87,230.2,36.88,-2.5152,183.51,106.87,302.89,60.66,-2.6961,258.46,106.87,733.83,159.85,-4.8182,0.4135,bajando,,,,5.0,2025.0
CP-SCEC2025-002,2025-04-29,SOL & CIELO ENERGIA,Regulado,2,2025-01-05,2025-12-31,7.053281999999999,7e-06,12,,,,,,,,,,,,109.1171,146.33,109.12,253.83,42.84,-3.1664,187.35,109.12,302.89,58.65,-2.3219,277.89,109.12,756.38,175.74,-5.4016,0.3927,bajando,,,,4.0,2025.0
CP-SCEC2025-003,2025-06-16,SOL & CIELO ENERGIA,Regulado,3,2026-01-01,2028-12-31,109.02851886604552,0.000109,36,,,,,,,,,,,,110.7067,119.59,105.63,174.14,20.78,-1.123,120.85,105.47,186.74,21.48,-0.1651,144.36,105.47,302.89,50.14,-1.259,0.7669,estable,,,,6.0,2025.0
CP-SCEC2025-006,2025-09-11,SOL & CIELO ENERGIA,Regulado,1,2026-01-01,2028-12-31,42.193344917622134,4.2e-05,36,,,,,,,,,,,,299.739,270.52,105.24,453.08,70.95,-0.8666,208.28,105.24,453.08,83.53,3.1713,179.51,104.3,453.08,80.58,2.2722,1.6698,estable,,,,9.0,2025.0
CP-SCEC2025-007,2026-01-05,SOL & CIELO ENERGIA,Regulado,1,2026-02-01,2026-07-31,5.582,6e-06,6,2026-01-05,2025-12-26,Eycg,393.3333333333333,280.0,450.0,5.582,1.0,Eycg,93033333.3,0.0,324.7415,291.38,136.07,437.83,77.6,3.9893,266.7,136.07,437.83,69.43,1.7828,228.0,103.04,437.83,82.98,2.1668,1.4243,subiendo,68.5918,101.9533,165.3333,1.0,2026.0
CP-SOEC2022-001,2022-12-05,SOEN S.A. E.S.P.,No Regulado,1,2023-01-01,2032-12-31,1157.89787,0.001158,122,,,,,,,,,,,,299.0853,202.17,111.51,337.02,70.2,5.8386,245.93,111.51,500.69,88.69,-2.054,247.38,111.51,500.69,80.97,-0.6579,1.209,subiendo,,,,12.0,2022.0
CP-SOEC2025-002,2025-05-19,SOEN S.A. E.S.P.,No Regulado,1,2025-07-01,2031-12-31,1216.268612,0.001216,79,,,,,,,,,,,,123.1052,121.88,105.47,186.74,22.24,0.1025,152.11,105.47,302.89,53.62,-2.0869,178.7,105.47,302.89,61.46,-1.7882,0.6889,estable,,,,5.0,2025.0
CP-TENC2022-002,2022-11-04,Tenergeticas,Regulado,4,2023-01-01,2033-12-31,175.971488,0.000176,134,,,,,,,,,,,,180.3869,291.8,131.22,500.69,82.42,-4.9346,269.59,131.22,500.69,76.48,0.5328,238.62,105.68,500.69,90.04,1.8186,0.756,bajando,,,,11.0,2022.0
CP-TENC2022-003,2022-12-30,Tenergeticas,Regulado,3,2023-01-02,2033-12-31,109.6404,0.00011,134,2022-12-30,2022-12-20,Epm,259.7925,246.8,288.96,62.369568,5.0,"Celsia, Epm, Ia Energía, Nitroenergy, Ruitoque",56699607.3,0.0,450.7931,330.94,212.55,509.26,86.53,7.1125,257.07,111.51,509.26,102.36,4.7715,271.8,111.51,509.26,96.4,0.7439,1.6585,subiendo,-191.0006,-71.1475,-12.0075,12.0,2022.0
CP-TPLC2023-001,2023-03-29,TERPEL,Regulado,3,2023-01-01,2025-12-31,16.049408,1.6e-05,36,2023-03-29,2023-03-15,Nova Energy,319.55625,314.2,322.77,16.049408,1.0,Nova Energy,100308800.0,0.0,153.3204,302.89,153.32,501.9,110.46,-8.4085,418.96,153.32,799.9,174.19,-8.2863,400.75,153.32,799.9,162.24,-2.1094,0.3826,bajando,166.2358,16.6662,-81.1938,3.0,2023.0
CP-TPLC2023-002,2023-07-07,TERPEL,Regulado,2,2023-01-08,2033-12-31,0.8961319519299986,1e-06,134,2023-07-07,2023-06-26,Nova Energy,391.25,391.25,391.25,0.8961319519299986,1.0,Nova Energy,89613195.2,0.0,561.7202,521.17,281.57,888.33,166.76,10.8136,548.56,206.99,888.33,191.72,-1.701,452.64,133.08,888.33,211.75,3.8603,1.241,subiendo,-170.4702,-129.92,-61.39,7.0,2023.0
CP-VESC2022-001,2023-01-06,VOLTAJE EMPRESARIAL,No Regulado,2,2023-01-02,2027-12-31,69.05835,6.9e-05,61,,,,,,,,,,,,526.6652,382.44,212.55,560.91,116.66,12.4871,296.43,111.51,560.91,130.07,6.6411,291.22,111.51,560.91,118.56,1.9798,1.8085,subiendo,,,,1.0,2023.0
